10000; 408917
20000; 885604
30000; 1366942
40000; 1910485
50000; 2444853
60000; 2992974
70000; 3568097
80000; 4083783
90000; 4774924
100000; 5210336
10000; 409006
20000; 886246
30000; 1368064
40000; 1911989
50000; 2443781
60000; 2991616
70000; 3638772
80000; 4081300
90000; 4686532
100000; 5208730
10000; 408778
20000; 886329
30000; 1397071
40000; 1910665
50000; 2444224
60000; 2992329
70000; 3569797
80000; 4083034
90000; 4685136
100000; 5210131
