10000; 358611
10000; 358588
10000; 358591
10000; 358607
10000; 358571
20000; 779102
30000; 1200645
40000; 1680897
50000; 2152335
60000; 2643521
70000; 3085746
80000; 3606867
90000; 4059002
100000; 4609827
